temperature,humidity,solar_intensity,fan_speed,heater_status,batch_weight,initial_moisture,elapsed_time,temperature_change,humidity_change,remaining_time,drying_stage
58.7,30.6,564.0,53,0,2.7,39.45016260384622,210,-0.41,-0.82,79,COMPLETE
57.7,30.0,507.0,53,0,2.7,39.45016260384622,215,-0.68,-1.0,74,COMPLETE
57.9,29.5,512.0,57,0,2.7,39.45016260384622,220,0.25,-1.56,69,COMPLETE
57.5,27.6,469.0,54,0,2.7,39.45016260384622,225,0.11,-2.13,64,COMPLETE
57.7,27.8,462.0,57,0,2.7,39.45016260384622,230,0.49,0.71,59,COMPLETE
57.7,26.7,442.0,55,0,2.7,39.45016260384622,235,0.38,-0.86,54,COMPLETE
57.3,25.7,360.0,53,0,2.7,39.45016260384622,240,0.21,-1.03,49,COMPLETE
57.5,25.4,295.0,53,0,2.7,39.45016260384622,245,0.16,0.09,44,COMPLETE
56.6,24.2,274.0,53,0,2.7,39.45016260384622,250,-0.22,-1.4,39,COMPLETE
56.1,23.8,222.0,53,0,2.7,39.45016260384622,255,-0.7,-0.79,34,COMPLETE
55.0,23.4,208.0,57,0,2.7,39.45016260384622,260,-0.82,-1.28,29,COMPLETE
54.4,22.2,211.0,55,0,2.7,39.45016260384622,265,-0.16,-1.13,24,COMPLETE
52.8,22.9,133.0,54,0,2.7,39.45016260384622,270,-1.11,-0.15,19,COMPLETE
52.7,21.6,145.0,53,0,2.7,39.45016260384622,275,-0.1,-0.62,14,COMPLETE
51.5,22.1,41.0,53,0,2.7,39.45016260384622,280,-1.13,0.45,9,COMPLETE
50.6,21.8,44.0,55,0,2.7,39.45016260384622,285,-1.24,-0.82,4,COMPLETE
34.4,71.1,0.0,41,1,1.9,29.50298890503445,0,0.12,-0.31,238,INITIAL
38.8,68.8,48.0,50,1,1.9,29.50298890503445,5,4.11,-2.19,233,INITIAL
43.3,66.8,69.0,61,1,1.9,29.50298890503445,10,4.16,-1.81,228,ACTIVE_DRYING
46.2,65.6,181.0,87,1,1.9,29.50298890503445,15,3.35,-0.75,223,ACTIVE_DRYING
51.1,64.8,252.0,87,1,1.9,29.50298890503445,20,5.12,-1.0,218,ACTIVE_DRYING
50.4,63.5,272.0,68,0,1.9,29.50298890503445,25,-0.73,-1.32,213,ACTIVE_DRYING
50.4,61.5,319.0,72,0,1.9,29.50298890503445,30,-0.29,-1.16,208,ACTIVE_DRYING
49.3,61.7,323.0,69,0,1.9,29.50298890503445,35,-0.55,-0.81,203,ACTIVE_DRYING
48.6,59.0,404.0,70,0,1.9,29.50298890503445,40,-0.35,-1.96,198,ACTIVE_DRYING
48.7,57.9,426.0,72,0,1.9,29.50298890503445,45,0.25,-0.51,193,ACTIVE_DRYING
49.0,56.7,394.0,71,0,1.9,29.50298890503445,50,0.27,-1.22,188,ACTIVE_DRYING
49.1,55.1,505.0,71,0,1.9,29.50298890503445,55,0.3,-0.94,183,ACTIVE_DRYING
49.4,55.1,514.0,71,0,1.9,29.50298890503445,60,0.38,-0.7,178,ACTIVE_DRYING
50.1,52.6,560.0,68,0,1.9,29.50298890503445,65,1.48,-2.52,173,ACTIVE_DRYING
50.3,52.4,551.0,69,0,1.9,29.50298890503445,70,0.5,-0.84,168,ACTIVE_DRYING
51.7,50.1,670.0,72,0,1.9,29.50298890503445,75,1.28,-1.93,163,ACTIVE_DRYING
51.9,50.4,614.0,69,0,1.9,29.50298890503445,80,0.25,-0.49,158,ACTIVE_DRYING
53.5,48.0,710.0,72,0,1.9,29.50298890503445,85,1.55,-0.72,153,ACTIVE_DRYING
54.0,47.9,657.0,69,0,1.9,29.50298890503445,90,0.81,-0.37,148,ACTIVE_DRYING
54.6,46.1,674.0,68,0,1.9,29.50298890503445,95,0.12,-1.98,143,ACTIVE_DRYING
56.0,44.5,714.0,68,0,1.9,29.50298890503445,100,0.98,-2.48,138,ACTIVE_DRYING
57.3,43.3,726.0,53,0,1.9,29.50298890503445,105,0.96,-0.54,133,ACTIVE_DRYING
58.1,42.0,789.0,54,0,1.9,29.50298890503445,110,0.44,-1.1,128,ACTIVE_DRYING
58.0,40.7,737.0,56,0,1.9,29.50298890503445,115,0.04,-1.4,123,ACTIVE_DRYING
57.6,39.7,758.0,54,0,1.9,29.50298890503445,120,0.45,-0.78,118,ACTIVE_DRYING
57.9,39.0,785.0,55,0,1.9,29.50298890503445,125,0.11,-0.95,113,ACTIVE_DRYING
57.8,37.5,750.0,57,0,1.9,29.50298890503445,130,0.09,-1.72,108,ACTIVE_DRYING
57.7,36.9,742.0,56,0,1.9,29.50298890503445,135,0.51,-0.46,103,STABILIZING
57.5,36.6,723.0,57,0,1.9,29.50298890503445,140,0.41,-0.21,98,STABILIZING
57.7,35.3,718.0,53,0,1.9,29.50298890503445,145,0.44,-0.46,93,STABILIZING
58.3,34.5,676.0,54,0,1.9,29.50298890503445,150,0.23,-1.04,88,NEAR_COMPLETE
57.7,33.8,623.0,55,0,1.9,29.50298890503445,155,-0.52,-1.25,83,NEAR_COMPLETE
58.2,33.7,613.0,54,0,1.9,29.50298890503445,160,0.65,-0.83,78,NEAR_COMPLETE
58.6,32.0,612.0,55,0,1.9,29.50298890503445,165,-0.61,-0.89,73,NEAR_COMPLETE
58.2,33.1,619.0,56,0,1.9,29.50298890503445,170,-0.56,-0.05,68,NEAR_COMPLETE
57.8,31.6,532.0,57,0,1.9,29.50298890503445,175,-0.27,-1.73,63,NEAR_COMPLETE
58.0,31.3,500.0,54,0,1.9,29.50298890503445,180,0.45,-0.83,58,NEAR_COMPLETE
57.5,28.5,484.0,55,0,1.9,29.50298890503445,185,-0.02,-2.22,53,NEAR_COMPLETE
58.5,28.8,435.0,56,0,1.9,29.50298890503445,190,0.89,0.03,48,NEAR_COMPLETE
58.3,26.8,347.0,56,0,1.9,29.50298890503445,195,-0.77,-1.29,43,COMPLETE
58.1,26.3,405.0,56,0,1.9,29.50298890503445,200,-0.3,0.68,38,COMPLETE
57.4,25.7,281.0,54,0,1.9,29.50298890503445,205,-0.55,0.54,33,COMPLETE
56.6,25.9,264.0,57,0,1.9,29.50298890503445,210,-0.81,-0.02,28,COMPLETE
56.3,24.3,226.0,53,0,1.9,29.50298890503445,215,-0.15,-1.83,23,COMPLETE
55.9,23.0,182.0,56,0,1.9,29.50298890503445,220,-0.72,-1.17,18,COMPLETE
55.1,23.5,125.0,57,0,1.9,29.50298890503445,225,-1.24,-0.24,13,COMPLETE
53.9,22.0,83.0,56,0,1.9,29.50298890503445,230,-1.42,-1.72,8,COMPLETE
52.5,21.4,61.0,55,0,1.9,29.50298890503445,235,-1.13,-0.9,3,COMPLETE
34.6,75.4,43.0,39,1,1.1,31.29412006198262,0,0.04,0.42,301,INITIAL
38.5,73.7,0.0,51,1,1.1,31.29412006198262,5,4.17,-1.76,296,INITIAL
42.9,71.7,110.0,62,1,1.1,31.29412006198262,10,4.2,-2.41,291,ACTIVE_DRYING
46.9,70.0,119.0,84,1,1.1,31.29412006198262,15,3.39,-1.1,286,ACTIVE_DRYING
50.6,68.7,152.0,85,1,1.1,31.29412006198262,20,3.61,-1.57,281,ACTIVE_DRYING
49.2,66.7,176.0,85,0,1.1,31.29412006198262,25,-1.29,-1.1,276,ACTIVE_DRYING
47.9,66.2,233.0,86,0,1.1,31.29412006198262,30,-1.02,-0.98,271,ACTIVE_DRYING
47.9,63.5,246.0,84,0,1.1,31.29412006198262,35,-0.01,-2.44,266,ACTIVE_DRYING
52.4,62.5,276.0,68,1,1.1,31.29412006198262,40,4.46,-0.94,261,ACTIVE_DRYING
51.9,61.6,355.0,71,0,1.1,31.29412006198262,45,-0.52,-0.82,256,ACTIVE_DRYING
51.6,60.0,404.0,69,0,1.1,31.29412006198262,50,-0.07,-2.04,251,ACTIVE_DRYING
51.3,58.4,428.0,69,0,1.1,31.29412006198262,55,0.04,-1.17,246,ACTIVE_DRYING
51.5,57.4,418.0,69,0,1.1,31.29412006198262,60,0.23,-1.61,241,ACTIVE_DRYING
51.7,56.9,499.0,69,0,1.1,31.29412006198262,65,0.59,-2.12,236,ACTIVE_DRYING
52.8,54.4,515.0,68,0,1.1,31.29412006198262,70,0.88,-3.1,231,ACTIVE_DRYING
52.7,50.9,473.0,71,0,1.1,31.29412006198262,75,-0.37,-2.57,226,ACTIVE_DRYING
52.6,50.3,568.0,69,0,1.1,31.29412006198262,80,-0.17,-0.66,221,ACTIVE_DRYING
53.0,49.4,498.0,72,0,1.1,31.29412006198262,85,0.64,-0.47,216,ACTIVE_DRYING
53.7,48.9,622.0,71,0,1.1,31.29412006198262,90,0.6,-0.31,211,ACTIVE_DRYING
54.3,48.6,643.0,70,0,1.1,31.29412006198262,95,1.24,-0.64,206,ACTIVE_DRYING
55.4,47.2,596.0,72,0,1.1,31.29412006198262,100,1.04,-1.13,201,ACTIVE_DRYING
55.6,46.2,697.0,70,0,1.1,31.29412006198262,105,0.53,-0.71,196,ACTIVE_DRYING
56.7,45.0,671.0,72,0,1.1,31.29412006198262,110,1.26,-0.89,191,ACTIVE_DRYING
58.1,43.2,737.0,69,0,1.1,31.29412006198262,115,0.76,-1.52,186,ACTIVE_DRYING
58.2,42.8,686.0,55,0,1.1,31.29412006198262,120,-0.11,-0.27,181,ACTIVE_DRYING
58.3,42.3,733.0,57,0,1.1,31.29412006198262,125,-0.53,-0.55,176,ACTIVE_DRYING
58.4,40.3,771.0,57,0,1.1,31.29412006198262,130,0.17,-1.29,171,ACTIVE_DRYING
57.9,40.8,713.0,54,0,1.1,31.29412006198262,135,-0.18,-0.61,166,ACTIVE_DRYING
58.8,38.4,747.0,56,0,1.1,31.29412006198262,140,0.32,-2.24,161,ACTIVE_DRYING
58.2,36.5,732.0,57,0,1.1,31.29412006198262,145,-0.69,-1.15,156,ACTIVE_DRYING
57.9,36.6,787.0,55,0,1.1,31.29412006198262,150,-0.18,0.07,151,ACTIVE_DRYING
57.6,35.8,715.0,56,0,1.1,31.29412006198262,155,-0.14,-0.41,146,NEAR_COMPLETE
57.6,34.9,775.0,53,0,1.1,31.29412006198262,160,0.48,-1.01,141,NEAR_COMPLETE
57.7,34.3,689.0,54,0,1.1,31.29412006198262,165,0.53,-1.24,136,NEAR_COMPLETE
58.4,32.7,727.0,54,0,1.1,31.29412006198262,170,0.25,-2.12,131,NEAR_COMPLETE
58.4,31.8,793.0,57,0,1.1,31.29412006198262,175,-0.18,-0.57,126,NEAR_COMPLETE
57.6,32.1,787.0,53,0,1.1,31.29412006198262,180,-0.28,-0.46,121,NEAR_COMPLETE
57.7,30.3,714.0,56,0,1.1,31.29412006198262,185,0.3,-1.78,116,NEAR_COMPLETE
58.4,29.9,672.0,56,0,1.1,31.29412006198262,190,0.15,-0.51,111,NEAR_COMPLETE
58.1,28.1,688.0,56,0,1.1,31.29412006198262,195,-0.49,-1.63,106,COMPLETE
57.7,27.2,670.0,53,0,1.1,31.29412006198262,200,0.05,-1.44,101,COMPLETE
57.8,26.1,663.0,54,0,1.1,31.29412006198262,205,0.27,-1.26,96,COMPLETE
58.1,25.2,674.0,56,0,1.1,31.29412006198262,210,0.27,-0.47,91,COMPLETE
57.9,24.2,557.0,54,0,1.1,31.29412006198262,215,-0.06,-0.48,86,COMPLETE
57.7,22.4,535.0,55,0,1.1,31.29412006198262,220,0.04,-1.43,81,COMPLETE
58.2,22.0,502.0,56,0,1.1,31.29412006198262,225,0.48,-0.01,76,COMPLETE
57.4,22.9,513.0,53,0,1.1,31.29412006198262,230,-0.32,0.17,71,COMPLETE
57.6,21.7,440.0,53,0,1.1,31.29412006198262,235,0.89,-1.78,66,COMPLETE
57.6,20.6,460.0,53,0,1.1,31.29412006198262,240,0.46,-0.74,61,COMPLETE
57.5,20.7,358.0,54,0,1.1,31.29412006198262,245,-0.04,-0.25,56,COMPLETE
57.4,20.1,364.0,54,0,1.1,31.29412006198262,250,0.03,-0.66,51,COMPLETE
57.1,19.3,292.0,56,0,1.1,31.29412006198262,255,-0.24,-0.74,46,COMPLETE
56.5,19.3,349.0,56,0,1.1,31.29412006198262,260,-0.08,-0.23,41,COMPLETE
56.5,18.5,295.0,55,0,1.1,31.29412006198262,265,0.06,-1.14,36,COMPLETE
56.2,19.0,263.0,56,0,1.1,31.29412006198262,270,-0.19,-0.11,31,COMPLETE
55.4,17.9,194.0,56,0,1.1,31.29412006198262,275,-0.96,-1.17,26,COMPLETE
54.5,17.6,150.0,57,0,1.1,31.29412006198262,280,-0.55,0.59,21,COMPLETE
54.1,17.8,127.0,54,0,1.1,31.29412006198262,285,-0.72,0.83,16,COMPLETE
52.5,18.5,70.0,55,0,1.1,31.29412006198262,290,-1.08,-0.15,11,COMPLETE
51.6,18.3,38.0,55,0,1.1,31.29412006198262,295,-0.85,-0.99,6,COMPLETE
49.7,17.6,40.0,56,0,1.1,31.29412006198262,300,-1.77,-0.33,1,COMPLETE
34.9,75.0,19.0,42,1,1.1,26.190959031185542,0,0.08,0.29,355,INITIAL
39.0,72.5,32.0,51,1,1.1,26.190959031185542,5,4.34,-1.51,350,INITIAL
43.2,70.7,40.0,61,1,1.1,26.190959031185542,10,4.41,-1.04,345,ACTIVE_DRYING
46.9,69.3,127.0,83,1,1.1,26.190959031185542,15,3.87,-1.05,340,ACTIVE_DRYING
51.3,67.5,121.0,86,1,1.1,26.190959031185542,20,3.95,-1.64,335,ACTIVE_DRYING
48.6,65.0,147.0,86,0,1.1,26.190959031185542,25,-2.63,-1.86,330,ACTIVE_DRYING
47.7,64.4,183.0,86,0,1.1,26.190959031185542,30,-0.8,-0.27,325,ACTIVE_DRYING
52.4,62.8,270.0,71,1,1.1,26.190959031185542,35,4.58,-1.88,320,ACTIVE_DRYING
51.1,60.2,275.0,70,0,1.1,26.190959031185542,40,-0.94,-3.08,315,ACTIVE_DRYING
50.9,59.1,338.0,72,0,1.1,26.190959031185542,45,-0.37,-1.9,310,ACTIVE_DRYING
50.5,57.3,322.0,71,0,1.1,26.190959031185542,50,-0.5,-2.17,305,ACTIVE_DRYING
50.3,57.0,369.0,71,0,1.1,26.190959031185542,55,-0.34,-0.44,300,ACTIVE_DRYING
50.9,56.1,384.0,72,0,1.1,26.190959031185542,60,0.65,-1.87,295,ACTIVE_DRYING
50.1,53.6,404.0,70,0,1.1,26.190959031185542,65,-0.31,-2.45,290,ACTIVE_DRYING
50.7,53.3,418.0,69,0,1.1,26.190959031185542,70,0.4,-1.44,285,ACTIVE_DRYING
51.3,51.0,501.0,70,0,1.1,26.190959031185542,75,-0.09,-2.5,280,ACTIVE_DRYING
51.3,50.2,476.0,70,0,1.1,26.190959031185542,80,-0.14,-1.03,275,ACTIVE_DRYING
52.2,48.0,561.0,69,0,1.1,26.190959031185542,85,0.58,-1.62,270,ACTIVE_DRYING
52.3,45.8,503.0,72,0,1.1,26.190959031185542,90,-0.16,-2.02,265,ACTIVE_DRYING
53.0,44.3,630.0,69,0,1.1,26.190959031185542,95,0.66,-1.31,260,ACTIVE_DRYING
54.1,43.6,640.0,53,0,1.1,26.190959031185542,100,0.76,-0.56,255,ACTIVE_DRYING
55.3,42.9,617.0,53,0,1.1,26.190959031185542,105,0.77,-0.99,250,ACTIVE_DRYING
56.4,41.9,639.0,56,0,1.1,26.190959031185542,110,0.65,-1.46,245,ACTIVE_DRYING
56.9,40.8,629.0,56,0,1.1,26.190959031185542,115,0.55,-1.37,240,NEAR_COMPLETE
58.0,38.5,722.0,54,0,1.1,26.190959031185542,120,1.46,-1.33,235,NEAR_COMPLETE
57.8,37.3,670.0,57,0,1.1,26.190959031185542,125,-0.07,-1.02,230,NEAR_COMPLETE
57.7,36.5,676.0,57,0,1.1,26.190959031185542,130,0.46,-0.65,225,NEAR_COMPLETE
58.0,35.4,706.0,56,0,1.1,26.190959031185542,135,0.17,-1.26,220,NEAR_COMPLETE
57.9,32.9,744.0,55,0,1.1,26.190959031185542,140,-0.25,-2.13,215,NEAR_COMPLETE
57.6,32.8,742.0,55,0,1.1,26.190959031185542,145,0.43,-0.11,210,COMPLETE
58.1,30.5,759.0,54,0,1.1,26.190959031185542,150,0.56,-1.89,205,COMPLETE
58.4,30.1,732.0,54,0,1.1,26.190959031185542,155,-0.16,-1.64,200,COMPLETE
57.9,27.7,697.0,56,0,1.1,26.190959031185542,160,-0.38,-1.67,195,COMPLETE
58.0,28.5,780.0,54,0,1.1,26.190959031185542,165,-0.04,0.19,190,COMPLETE
58.0,27.9,738.0,54,0,1.1,26.190959031185542,170,0.42,-0.59,185,COMPLETE
58.0,26.6,752.0,57,0,1.1,26.190959031185542,175,-0.09,-0.86,180,COMPLETE
57.8,25.2,747.0,57,0,1.1,26.190959031185542,180,-0.12,-0.87,175,COMPLETE
58.2,24.6,744.0,57,0,1.1,26.190959031185542,185,0.16,-0.89,170,COMPLETE
58.4,23.2,740.0,57,0,1.1,26.190959031185542,190,-0.11,-1.69,165,COMPLETE
57.6,21.7,780.0,54,0,1.1,26.190959031185542,195,-0.48,-1.03,160,COMPLETE
57.8,21.1,701.0,57,0,1.1,26.190959031185542,200,0.4,-0.65,155,COMPLETE
58.0,22.0,733.0,53,0,1.1,26.190959031185542,205,0.11,0.26,150,COMPLETE
58.2,20.3,720.0,56,0,1.1,26.190959031185542,210,0.27,-1.57,145,COMPLETE
57.8,18.0,709.0,57,0,1.1,26.190959031185542,215,-0.22,-1.93,140,COMPLETE
58.1,17.9,686.0,55,0,1.1,26.190959031185542,220,0.36,-0.28,135,COMPLETE
57.5,17.5,722.0,55,0,1.1,26.190959031185542,225,-0.09,-0.14,130,COMPLETE
57.6,18.0,646.0,56,0,1.1,26.190959031185542,230,0.55,0.46,125,COMPLETE
57.6,18.0,673.0,55,0,1.1,26.190959031185542,235,0.56,-0.24,120,COMPLETE
58.2,18.3,653.0,53,0,1.1,26.190959031185542,240,0.08,0.52,115,COMPLETE
57.9,17.0,615.0,53,0,1.1,26.190959031185542,245,-0.38,0.34,110,COMPLETE
58.0,18.7,550.0,53,0,1.1,26.190959031185542,250,0.59,1.07,105,COMPLETE
58.2,18.5,531.0,56,0,1.1,26.190959031185542,255,0.14,-0.43,100,COMPLETE
57.8,16.9,545.0,54,0,1.1,26.190959031185542,260,-0.34,-0.22,95,COMPLETE
58.0,18.9,528.0,55,0,1.1,26.190959031185542,265,0.34,0.88,90,COMPLETE
58.5,17.8,515.0,56,0,1.1,26.190959031185542,270,0.01,-0.46,85,COMPLETE
57.9,17.8,457.0,56,0,1.1,26.190959031185542,275,-0.58,0.3,80,COMPLETE
57.8,17.7,469.0,55,0,1.1,26.190959031185542,280,-0.25,0.37,75,COMPLETE
57.6,18.4,385.0,53,0,1.1,26.190959031185542,285,-0.05,0.3,70,COMPLETE
57.5,18.6,429.0,55,0,1.1,26.190959031185542,290,0.15,-0.19,65,COMPLETE
57.9,18.7,378.0,57,0,1.1,26.190959031185542,295,0.37,-0.25,60,COMPLETE
57.5,18.6,365.0,54,0,1.1,26.190959031185542,300,-0.01,-1.07,55,COMPLETE
57.3,18.0,284.0,55,0,1.1,26.190959031185542,305,0.16,-0.51,50,COMPLETE
57.5,17.8,311.0,55,0,1.1,26.190959031185542,310,0.31,-0.14,45,COMPLETE
57.0,18.1,226.0,57,0,1.1,26.190959031185542,315,-0.95,0.1,40,COMPLETE
55.8,18.6,240.0,53,0,1.1,26.190959031185542,320,-1.03,-0.74,35,COMPLETE
55.3,18.9,205.0,55,0,1.1,26.190959031185542,325,-0.74,-0.35,30,COMPLETE
54.1,18.0,108.0,53,0,1.1,26.190959031185542,330,-1.37,-1.08,25,COMPLETE
52.9,17.9,131.0,57,0,1.1,26.190959031185542,335,-1.3,0.14,20,COMPLETE
51.1,19.0,40.0,54,0,1.1,26.190959031185542,340,-1.83,-0.03,15,COMPLETE
50.6,19.2,40.0,53,0,1.1,26.190959031185542,345,-0.55,-1.02,10,COMPLETE
49.1,17.5,71.0,57,0,1.1,26.190959031185542,350,-1.32,-1.2,5,COMPLETE
48.2,18.4,0.0,56,0,1.1,26.190959031185542,355,-0.72,0.62,0,COMPLETE
35.9,72.0,33.0,38,1,1.6,37.19903218902337,0,-0.47,0.21,271,INITIAL
40.3,69.8,26.0,50,1,1.6,37.19903218902337,5,4.31,-1.81,266,INITIAL
44.5,69.3,78.0,61,1,1.6,37.19903218902337,10,3.82,-1.09,261,ACTIVE_DRYING
48.2,67.1,103.0,87,1,1.6,37.19903218902337,15,3.39,-2.23,256,ACTIVE_DRYING
51.2,65.3,188.0,84,1,1.6,37.19903218902337,20,3.44,-1.88,251,ACTIVE_DRYING
50.2,63.2,192.0,87,0,1.6,37.19903218902337,25,-1.26,-0.98,246,ACTIVE_DRYING
49.2,62.8,250.0,69,0,1.6,37.19903218902337,30,-0.72,-0.96,241,ACTIVE_DRYING
47.9,61.1,238.0,71,0,1.6,37.19903218902337,35,-1.24,-1.47,236,ACTIVE_DRYING
48.0,60.3,342.0,70,0,1.6,37.19903218902337,40,0.14,-1.04,231,ACTIVE_DRYING
47.9,58.9,345.0,69,0,1.6,37.19903218902337,45,-0.08,-1.31,226,ACTIVE_DRYING
47.7,58.4,392.0,69,0,1.6,37.19903218902337,50,-0.12,-1.54,221,ACTIVE_DRYING
47.1,57.1,453.0,70,0,1.6,37.19903218902337,55,-0.83,-2.11,216,ACTIVE_DRYING
47.0,54.7,495.0,68,0,1.6,37.19903218902337,60,0.51,-2.34,211,ACTIVE_DRYING
47.9,53.6,542.0,71,0,1.6,37.19903218902337,65,0.55,-0.8,206,ACTIVE_DRYING
48.7,52.8,537.0,72,0,1.6,37.19903218902337,70,0.24,-0.78,201,ACTIVE_DRYING
49.3,51.7,646.0,68,0,1.6,37.19903218902337,75,0.68,-0.66,196,ACTIVE_DRYING
50.0,50.5,611.0,72,0,1.6,37.19903218902337,80,0.8,-1.26,191,ACTIVE_DRYING
50.5,49.8,609.0,71,0,1.6,37.19903218902337,85,0.53,-1.19,186,ACTIVE_DRYING
51.9,47.8,657.0,69,0,1.6,37.19903218902337,90,1.31,-1.63,181,ACTIVE_DRYING
52.1,45.8,671.0,70,0,1.6,37.19903218902337,95,0.31,-1.56,176,ACTIVE_DRYING
52.9,45.7,651.0,69,0,1.6,37.19903218902337,100,1.4,-1.06,171,ACTIVE_DRYING
54.3,43.2,697.0,72,0,1.6,37.19903218902337,105,1.17,-1.45,166,ACTIVE_DRYING
55.3,43.3,760.0,54,0,1.6,37.19903218902337,110,1.55,-0.22,161,ACTIVE_DRYING
56.4,43.1,717.0,53,0,1.6,37.19903218902337,115,1.28,-0.64,156,ACTIVE_DRYING
58.1,41.2,721.0,57,0,1.6,37.19903218902337,120,1.23,-1.88,151,ACTIVE_DRYING
57.9,40.0,735.0,55,0,1.6,37.19903218902337,125,0.08,-0.43,146,ACTIVE_DRYING
57.5,40.1,774.0,55,0,1.6,37.19903218902337,130,-0.18,-0.52,141,ACTIVE_DRYING
57.8,39.3,739.0,56,0,1.6,37.19903218902337,135,0.68,-1.77,136,NEAR_COMPLETE
58.5,36.7,727.0,54,0,1.6,37.19903218902337,140,0.15,-2.67,131,NEAR_COMPLETE
57.9,35.5,761.0,56,0,1.6,37.19903218902337,145,-0.5,-1.61,126,NEAR_COMPLETE
58.1,35.5,752.0,56,0,1.6,37.19903218902337,150,0.37,-0.58,121,NEAR_COMPLETE
57.5,34.4,699.0,55,0,1.6,37.19903218902337,155,-0.02,-1.63,116,NEAR_COMPLETE
58.1,33.5,685.0,56,0,1.6,37.19903218902337,160,0.87,-1.57,111,COMPLETE
58.1,31.9,697.0,55,0,1.6,37.19903218902337,165,0.33,-1.28,106,COMPLETE
57.6,31.6,726.0,53,0,1.6,37.19903218902337,170,-0.47,-0.96,101,COMPLETE
58.2,30.7,696.0,57,0,1.6,37.19903218902337,175,-0.05,-1.29,96,COMPLETE
58.7,29.3,635.0,57,0,1.6,37.19903218902337,180,-0.59,-2.06,91,COMPLETE
57.9,28.2,558.0,56,0,1.6,37.19903218902337,185,-0.54,-0.53,86,COMPLETE
58.4,26.8,637.0,53,0,1.6,37.19903218902337,190,0.29,-0.93,81,COMPLETE
57.8,26.2,568.0,57,0,1.6,37.19903218902337,195,-0.72,-0.32,76,COMPLETE
57.9,25.2,529.0,54,0,1.6,37.19903218902337,200,0.04,-1.28,71,COMPLETE
58.1,24.1,540.0,55,0,1.6,37.19903218902337,205,0.07,-0.11,66,COMPLETE
58.7,23.8,453.0,57,0,1.6,37.19903218902337,210,-0.48,0.2,61,COMPLETE
57.9,22.8,479.0,56,0,1.6,37.19903218902337,215,-0.76,-0.08,56,COMPLETE
57.7,21.7,452.0,56,0,1.6,37.19903218902337,220,-0.29,-0.1,51,COMPLETE
56.9,21.8,396.0,53,0,1.6,37.19903218902337,225,-0.7,0.7,46,COMPLETE
56.7,21.0,340.0,54,0,1.6,37.19903218902337,230,-0.31,-0.25,41,COMPLETE
55.6,23.0,265.0,57,0,1.6,37.19903218902337,235,-0.37,0.98,36,COMPLETE
55.2,20.7,218.0,53,0,1.6,37.19903218902337,240,-0.32,-2.5,31,COMPLETE
54.6,18.7,185.0,54,0,1.6,37.19903218902337,245,-1.1,-0.94,26,COMPLETE
53.0,18.0,208.0,54,0,1.6,37.19903218902337,250,-1.31,-0.94,21,COMPLETE
52.2,18.8,110.0,55,0,1.6,37.19903218902337,255,-0.55,0.5,16,COMPLETE
51.4,18.2,136.0,54,0,1.6,37.19903218902337,260,-1.28,-1.48,11,COMPLETE
50.4,17.6,7.0,54,0,1.6,37.19903218902337,265,-0.97,-0.2,6,COMPLETE
48.5,17.0,0.0,55,0,1.6,37.19903218902337,270,-1.35,0.88,1,COMPLETE
33.9,71.6,0.0,41,1,2.6,36.38012235844691,0,0.21,0.08,240,INITIAL
38.1,70.0,43.0,52,1,2.6,36.38012235844691,5,4.18,-1.13,235,INITIAL
41.5,68.1,69.0,60,1,2.6,36.38012235844691,10,4.02,-1.11,230,ACTIVE_DRYING
46.2,68.1,115.0,84,1,2.6,36.38012235844691,15,4.44,-1.21,225,ACTIVE_DRYING
49.9,66.0,224.0,83,1,2.6,36.38012235844691,20,4.39,-2.36,220,ACTIVE_DRYING
48.8,64.9,198.0,85,0,2.6,36.38012235844691,25,-0.58,-0.92,215,ACTIVE_DRYING
48.8,63.1,280.0,71,0,2.6,36.38012235844691,30,0.1,-0.9,210,ACTIVE_DRYING
48.4,62.9,318.0,72,0,2.6,36.38012235844691,35,-0.92,-0.55,205,ACTIVE_DRYING
48.5,62.0,392.0,68,0,2.6,36.38012235844691,40,0.19,-1.03,200,ACTIVE_DRYING
48.6,59.4,442.0,71,0,2.6,36.38012235844691,45,0.54,-1.96,195,ACTIVE_DRYING
48.8,58.8,404.0,72,0,2.6,36.38012235844691,50,0.22,-0.56,190,ACTIVE_DRYING
49.4,58.0,532.0,69,0,2.6,36.38012235844691,55,0.49,-0.73,185,ACTIVE_DRYING
50.1,57.6,615.0,70,0,2.6,36.38012235844691,60,0.6,-0.92,180,ACTIVE_DRYING
50.1,54.6,535.0,69,0,2.6,36.38012235844691,65,-0.31,-2.04,175,ACTIVE_DRYING
50.7,53.8,527.0,70,0,2.6,36.38012235844691,70,0.3,-1.28,170,ACTIVE_DRYING
51.5,52.1,626.0,68,0,2.6,36.38012235844691,75,1.14,-1.76,165,ACTIVE_DRYING
52.8,50.7,617.0,69,0,2.6,36.38012235844691,80,1.5,-1.04,160,ACTIVE_DRYING
53.4,50.9,698.0,68,0,2.6,36.38012235844691,85,1.56,0.41,155,ACTIVE_DRYING
55.0,49.7,698.0,69,0,2.6,36.38012235844691,90,2.11,-1.29,150,ACTIVE_DRYING
56.0,48.7,695.0,68,0,2.6,36.38012235844691,95,0.96,-1.45,145,ACTIVE_DRYING
57.1,47.5,719.0,68,0,2.6,36.38012235844691,100,0.98,-1.15,140,ACTIVE_DRYING
